Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,VUDays,VTDays,TotalVAC,RUUseType,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4551,1,Apartment,1/09/2020,1/09/2020,1/10/2020,10,7,17,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4868,1,Apartment,1/04/2021,1/05/2021,1/05/2021,10,7,17,Public Housing,CAIRNS ,Cairns,Mulgrave
4223,1,Apartment,1/07/2020,1/08/2020,1/08/2020,10,7,17,Public Housing,GOLD COAST ,Gold Coast,Currumbin
4680,3,Detached House,1/08/2020,1/08/2020,1/08/2020,10,7,17,Public Housing,GLADSTONE ,Gladstone,Gladstone
4865,2,Duplex,1/06/2020,1/06/2020,1/07/2020,10,7,17,Public Housing,CAIRNS ,Cairns,Mulgrave
4865,1,Apartment,1/02/2021,1/02/2021,1/02/2021,10,7,17,Public Housing,CAIRNS ,Cairns,Mulgrave
4305,1,Apartment,1/08/2020,1/08/2020,1/08/2020,10,7,17,Public Housing,IPSWICH ,Ipswich,Ipswich West
4019,1,Apartment,1/11/2020,1/12/2020,1/12/2020,10,7,17,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4127,3,Detached House,1/09/2020,1/10/2020,1/10/2020,10,7,17,Public Housing,LOGAN ,Logan,Waterford
4811,3,Detached House,1/09/2020,1/10/2020,1/10/2020,10,7,17,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4870,2,Apartment,1/09/2020,1/10/2020,1/10/2020,10,7,17,Public Housing,CAIRNS ,Cairns,Cairns
4103,1,Apartment,1/08/2020,1/09/2020,1/09/2020,10,7,17,Public Housing,BURANDA ,Brisbane,Miller
4170,1,Apartment,1/07/2020,1/07/2020,1/08/2020,10,8,18,Public Housing,BURANDA ,Brisbane,Bulimba
4870,2,Townhouse,1/07/2020,1/07/2020,1/07/2020,10,8,18,Public Housing,CAIRNS ,Cairns,Barron River
0,3,Detached House,1/05/2021,1/06/2021,1/06/2021,10,8,18,Public Housing,LOGAN ,Logan,Waterford
0,3,Detached House,1/04/2021,1/04/2021,1/04/2021,10,8,18,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4575,3,Detached House,1/01/2021,1/01/2021,1/01/2021,10,8,18,Public Housing,MAROOCHYDORE ,Sunshine Coast,Kawana
4128,2,Apartment,1/09/2020,1/10/2020,1/10/2020,10,8,18,Public Housing,LOGAN ,Logan,Springwood
4163,1,Apartment,1/08/2020,1/08/2020,1/08/2020,10,9,19,Public Housing,BAYSIDE ,Redland,Oodgeroo
4812,2,Apartment,1/10/2020,1/10/2020,1/11/2020,10,9,19,Public Housing,TOWNSVILLE ,Townsville,Townsville
4012,1,Apartment,1/10/2020,1/10/2020,1/11/2020,10,10,20,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4390,3,Detached House,1/03/2021,1/03/2021,1/03/2021,10,10,20,Public Housing,TOOWOOMBA AND SOUTH WEST ,Goondiwindi,Southern Downs
4020,2,Townhouse,1/08/2020,1/08/2020,1/09/2020,10,10,20,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4870,1,Apartment,1/09/2020,1/09/2020,1/09/2020,10,10,20,Public Housing,CAIRNS ,Cairns,Cairns
4053,3,Detached House,1/07/2020,1/08/2020,1/08/2020,10,11,21,Public Housing,CHERMSIDE ,Brisbane,Stafford
4105,1,Apartment,1/04/2021,1/04/2021,1/05/2021,10,11,21,Public Housing,BURANDA ,Brisbane,Toohey
4101,1,Apartment,1/10/2020,1/11/2020,1/11/2020,10,11,21,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4878,2,Townhouse,1/06/2021,1/06/2021,1/06/2021,10,11,21,Public Housing,CAIRNS ,Cairns,Barron River
4341,2,Duplex,1/08/2020,1/08/2020,1/08/2020,10,11,21,Public Housing,IPSWICH ,Lockyer Valley,Lockyer
4740,1,Apartment,1/05/2021,1/06/2021,1/06/2021,10,11,21,Public Housing,MACKAY ,Mackay,Mackay
4615,1,Apartment,1/06/2021,1/06/2021,1/06/2021,10,11,21,Public Housing,MARYBOROUGH ,South Burnett,Nanango
0,1,Apartment,1/02/2021,1/03/2021,1/03/2021,10,11,21,Public Housing,GOLD COAST ,Gold Coast,Southport
4215,1,Apartment,1/11/2020,1/11/2020,1/11/2020,10,11,21,Public Housing,GOLD COAST ,Gold Coast,Bonney
4670,2,Duplex,1/05/2021,1/05/2021,1/06/2021,10,11,21,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4670,2,Apartment,1/04/2021,1/04/2021,1/04/2021,10,11,21,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4103,1,Apartment,1/09/2020,1/09/2020,1/09/2020,10,12,22,Public Housing,BURANDA ,Brisbane,Miller
0,3,Detached House,1/10/2020,1/11/2020,1/11/2020,10,12,22,Public Housing,IPSWICH ,Ipswich,Bundamba
4212,4,Detached House,1/04/2021,1/04/2021,1/05/2021,10,12,22,Public Housing,GOLD COAST ,Gold Coast,Theodore
4114,3,Townhouse,1/09/2020,1/09/2020,1/09/2020,10,12,22,Public Housing,LOGAN ,Logan,Woodridge
4215,2,Townhouse,1/04/2021,1/04/2021,1/05/2021,10,12,22,Public Housing,GOLD COAST ,Gold Coast,Bonney
4880,3,Detached House,1/03/2021,1/03/2021,1/04/2021,10,12,22,Public Housing,CAIRNS ,Mareeba,Cook
4814,1,Apartment,1/01/2021,1/01/2021,1/01/2021,10,12,22,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4030,1,Apartment,1/06/2020,1/06/2020,1/07/2020,10,12,22,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4102,1,Apartment,1/11/2020,1/12/2020,1/12/2020,10,13,23,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4105,1,Apartment,1/04/2021,1/04/2021,1/05/2021,10,13,23,Public Housing,BURANDA ,Brisbane,Toohey
4870,1,Apartment,1/07/2020,1/07/2020,1/08/2020,10,13,23,Public Housing,CAIRNS ,Cairns,Cairns
4802,3,Detached House,1/09/2020,1/09/2020,1/09/2020,10,14,24,Public Housing,MACKAY ,Whitsunday,Whitsunday
4350,3,Detached House,1/02/2021,1/03/2021,1/03/2021,10,14,24,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4133,2,Townhouse,1/07/2020,1/07/2020,1/08/2020,10,14,24,Public Housing,LOGAN ,Logan,Waterford
4104,1,Apartment,1/09/2020,1/09/2020,1/10/2020,10,15,25,Public Housing,BURANDA ,Brisbane,Miller
4152,1,Apartment,1/04/2021,1/04/2021,1/05/2021,10,15,25,Public Housing,BURANDA ,Brisbane,Bulimba
4169,2,Townhouse,1/04/2021,1/04/2021,1/05/2021,10,18,28,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4105,1,Apartment,1/05/2021,1/05/2021,1/06/2021,10,18,28,Public Housing,BURANDA ,Brisbane,Toohey
4032,1,Apartment,1/06/2020,1/06/2020,1/07/2020,10,18,28,Public Housing,CHERMSIDE ,Brisbane,Stafford
4868,2,Detached House,1/12/2020,1/12/2020,1/01/2021,10,18,28,Public Housing,CAIRNS ,Cairns,Mulgrave
4209,4,Detached House,1/08/2020,1/09/2020,1/09/2020,10,18,28,Public Housing,GOLD COAST ,Gold Coast,Coomera
4400,3,Detached House,1/05/2021,1/05/2021,1/06/2021,10,19,29,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Condamine
4557,1,Apartment,1/08/2020,1/08/2020,1/09/2020,10,19,29,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4507,2,Apartment,1/09/2020,1/09/2020,1/09/2020,10,19,29,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4053,2,Apartment,1/09/2020,1/10/2020,1/10/2020,10,20,30,Public Housing,CHERMSIDE ,Brisbane,Stafford
4510,1,Apartment,1/07/2020,1/07/2020,1/08/2020,10,20,30,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4304,2,Townhouse,1/05/2021,1/06/2021,1/06/2021,10,20,30,Public Housing,IPSWICH ,Ipswich,Ipswich
4221,1,Apartment,1/03/2021,1/04/2021,1/04/2021,10,20,30,Public Housing,GOLD COAST ,Gold Coast,Burleigh
4170,2,Apartment,1/07/2020,1/07/2020,1/08/2020,10,21,31,Public Housing,BURANDA ,Brisbane,Bulimba
4216,1,Apartment,1/11/2020,1/11/2020,1/12/2020,10,21,31,Public Housing,GOLD COAST ,Gold Coast,Bonney
4551,1,Apartment,1/07/2020,1/07/2020,1/08/2020,10,21,31,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4870,1,Apartment,1/02/2021,1/02/2021,1/03/2021,10,21,31,Public Housing,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/02/2021,1/03/2021,1/03/2021,10,21,31,Public Housing,CAIRNS ,Cairns,Cairns
4215,1,Apartment,1/06/2020,1/06/2020,1/07/2020,10,21,31,Public Housing,GOLD COAST ,Gold Coast,Southport
4575,3,Detached House,1/10/2020,1/11/2020,1/11/2020,10,21,31,Public Housing,MAROOCHYDORE ,Sunshine Coast,Kawana
4551,1,Apartment,1/08/2020,1/08/2020,1/09/2020,10,22,32,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4870,1,Apartment,1/05/2021,1/06/2021,1/06/2021,10,24,34,Public Housing,CAIRNS ,Cairns,Cairns
4102,1,Apartment,1/05/2021,1/06/2021,1/06/2021,10,26,36,Public Housing,BURANDA ,Brisbane,South Brisbane
4870,1,Apartment,1/11/2020,1/12/2020,1/01/2021,10,26,36,Public Housing,CAIRNS ,Cairns,Cairns
4350,2,Townhouse,1/08/2020,1/08/2020,1/09/2020,10,26,36,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4105,1,Apartment,1/05/2021,1/05/2021,1/06/2021,10,27,37,Public Housing,BURANDA ,Brisbane,Toohey
4870,1,Apartment,1/03/2021,1/03/2021,1/04/2021,10,27,37,Public Housing,CAIRNS ,Cairns,Cairns
4567,1,Apartment,1/06/2020,1/06/2020,1/07/2020,10,28,38,Public Housing,MAROOCHYDORE ,Noosa,Noosa
4870,1,Apartment,1/02/2021,1/02/2021,1/03/2021,10,28,38,Public Housing,CAIRNS ,Cairns,Cairns
4221,1,Apartment,1/04/2021,1/04/2021,1/05/2021,10,29,39,Public Housing,GOLD COAST ,Gold Coast,Burleigh
4169,1,Apartment,1/10/2020,1/10/2020,1/11/2020,10,31,41,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4560,1,Apartment,1/06/2020,1/06/2020,1/07/2020,10,31,41,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4879,2,Apartment,1/06/2020,1/06/2020,1/07/2020,10,31,41,Public Housing,CAIRNS ,Cairns,Barron River
4805,2,Duplex,1/01/2021,1/01/2021,1/03/2021,10,32,42,Public Housing,MACKAY ,Whitsunday,Burdekin
4350,2,Townhouse,1/03/2021,1/03/2021,1/04/2021,10,32,42,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4350,3,Townhouse,1/06/2020,1/06/2020,1/07/2020,10,32,42,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4032,1,Apartment,1/03/2021,1/03/2021,1/04/2021,10,34,44,Public Housing,CHERMSIDE ,Brisbane,Stafford
4400,3,Detached House,1/02/2021,1/02/2021,1/03/2021,10,35,45,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Condamine
4575,3,Detached House,1/05/2021,1/05/2021,1/06/2021,10,35,45,Public Housing,MAROOCHYDORE ,Sunshine Coast,Kawana
4870,1,Apartment,1/10/2020,1/11/2020,1/12/2020,10,40,50,Public Housing,CAIRNS ,Cairns,Cairns
4370,1,Apartment,1/06/2020,1/07/2020,1/08/2020,10,41,51,Public Housing,TOOWOOMBA AND SOUTH WEST ,Southern Downs,Southern Downs
4670,2,Townhouse,1/03/2021,1/03/2021,1/04/2021,10,42,52,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4350,1,Apartment,1/01/2021,1/01/2021,1/03/2021,10,43,53,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4879,2,Apartment,1/06/2020,1/07/2020,1/08/2020,10,45,55,Public Housing,CAIRNS ,Cairns,Barron River
4215,1,Apartment,1/06/2020,1/07/2020,1/08/2020,10,46,56,Public Housing,GOLD COAST ,Gold Coast,Bonney
4102,1,Apartment,1/02/2021,1/03/2021,1/04/2021,10,48,58,Public Housing,BURANDA ,Brisbane,South Brisbane
4487,2,Apartment,1/09/2020,1/10/2020,1/12/2020,10,54,64,Public Housing,TOOWOOMBA AND SOUTH WEST ,Balonne,Warrego
4350,2,Duplex,1/03/2021,1/03/2021,1/05/2021,10,54,64,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4870,1,Apartment,1/07/2020,1/07/2020,1/09/2020,10,55,65,Public Housing,CAIRNS ,Cairns,Cairns
4350,1,Apartment,1/03/2021,1/04/2021,1/06/2021,10,55,65,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4814,1,Apartment,1/05/2020,1/06/2020,1/08/2020,10,59,69,Public Housing,TOWNSVILLE ,Townsville,Townsville
4421,3,Detached House,1/12/2020,1/12/2020,1/02/2021,10,64,74,Public Housing,TOOWOOMBA AND SOUTH WEST ,Western Downs,Warrego
4350,2,Townhouse,1/11/2020,1/12/2020,1/02/2021,10,80,90,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4350,1,Apartment,1/05/2020,1/05/2020,1/08/2020,10,84,94,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4868,2,Apartment,1/06/2020,1/06/2020,1/10/2020,10,112,122,Public Housing,CAIRNS ,Cairns,Mulgrave
4870,1,Apartment,1/11/2020,1/11/2020,1/03/2021,10,119,129,Public Housing,CAIRNS ,Cairns,Cairns
4820,1,Apartment,1/02/2020,1/03/2020,1/08/2020,10,162,172,Public Housing,TOWNSVILLE ,Charters Towers,Traeger
4350,2,Apartment,1/06/2020,1/06/2020,1/11/2020,10,163,173,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4680,1,Apartment,1/02/2020,1/03/2020,1/09/2020,10,185,195,Public Housing,GLADSTONE ,Gladstone,Gladstone
4470,3,Detached House,1/02/2020,1/02/2020,1/11/2020,10,255,265,Public Housing,TOOWOOMBA AND SOUTH WEST ,Murweh,Warrego
4034,2,Townhouse,1/11/2020,1/11/2020,1/11/2020,11,0,11,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4110,3,Detached House,1/06/2021,1/06/2021,1/06/2021,11,0,11,Public Housing,INALA ,Brisbane,Algester
4007,1,Apartment,1/10/2020,1/11/2020,1/11/2020,11,0,11,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4005,1,Apartment,1/11/2020,1/11/2020,1/11/2020,11,0,11,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4670,1,Apartment,1/10/2020,1/11/2020,1/11/2020,11,0,11,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4078,3,Detached House,1/11/2020,1/11/2020,1/11/2020,11,0,11,Public Housing,INALA ,Brisbane,Inala
4740,2,Dual Occupancy,1/02/2021,1/02/2021,1/02/2021,11,0,11,Public Housing,MACKAY ,Mackay,Mackay
4557,1,Apartment,1/08/2020,1/09/2020,1/09/2020,11,0,11,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4870,1,Apartment,1/08/2020,1/09/2020,1/09/2020,11,1,12,Public Housing,CAIRNS ,Cairns,Cairns
4720,3,Detached House,1/04/2021,1/04/2021,1/04/2021,11,1,12,Public Housing,EMERALD ,Central Highlands,Gregory
4680,3,Detached House,1/09/2020,1/09/2020,1/09/2020,11,1,12,Public Housing,GLADSTONE ,Gladstone,Gladstone
4740,3,Detached House,1/11/2020,1/12/2020,1/12/2020,11,1,12,Public Housing,MACKAY ,Mackay,Mackay
4740,2,Cluster House,1/06/2021,1/06/2021,1/06/2021,11,1,12,Public Housing,MACKAY ,Mackay,Mackay
4740,1,Apartment,1/07/2020,1/07/2020,1/07/2020,11,1,12,Public Housing,MACKAY ,Mackay,Mackay
4751,3,Detached House,1/12/2020,1/12/2020,1/12/2020,11,1,12,Public Housing,MACKAY ,Mackay,Mirani
4077,2,Apartment,1/02/2021,1/02/2021,1/02/2021,11,2,13,Public Housing,INALA ,Brisbane,Inala
4012,2,Apartment,1/10/2020,1/10/2020,1/10/2020,11,2,13,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4575,1,Apartment,1/07/2020,1/07/2020,1/07/2020,11,2,13,Public Housing,MAROOCHYDORE ,Sunshine Coast,Kawana
4551,2,Duplex,1/11/2020,1/12/2020,1/12/2020,11,2,13,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4740,2,Apartment,1/10/2020,1/10/2020,1/10/2020,11,2,13,Public Housing,MACKAY ,Mackay,Mackay
4740,2,Cluster House,1/04/2021,1/04/2021,1/04/2021,11,2,13,Public Housing,MACKAY ,Mackay,Mackay
4560,4,Detached House,1/03/2021,1/03/2021,1/04/2021,11,2,13,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4701,2,Duplex,1/01/2021,1/01/2021,1/01/2021,11,2,13,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
0,3,Detached House,1/09/2020,1/09/2020,1/09/2020,11,2,13,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4812,1,Apartment,1/01/2021,1/01/2021,1/01/2021,11,2,13,Public Housing,TOWNSVILLE ,Townsville,Townsville
4030,1,Apartment,1/11/2020,1/11/2020,1/11/2020,11,3,14,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4670,2,Townhouse,1/08/2020,1/08/2020,1/08/2020,11,3,14,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4507,1,Apartment,1/10/2020,1/10/2020,1/10/2020,11,3,14,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4680,3,Detached House,1/08/2020,1/08/2020,1/09/2020,11,3,14,Public Housing,GLADSTONE ,Gladstone,Gladstone
4501,3,Townhouse,1/08/2020,1/08/2020,1/08/2020,11,3,14,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4131,2,Townhouse,1/09/2020,1/09/2020,1/09/2020,11,3,14,Public Housing,LOGAN ,Logan,Waterford
4132,2,Apartment,1/10/2020,1/10/2020,1/11/2020,11,3,14,Public Housing,LOGAN ,Logan,Woodridge
4211,3,Detached House,1/10/2020,1/10/2020,1/10/2020,11,3,14,Public Housing,GOLD COAST ,Gold Coast,Gaven
4487,3,Townhouse,1/05/2021,1/06/2021,1/06/2021,11,3,14,Public Housing,TOOWOOMBA AND SOUTH WEST ,Balonne,Warrego
0,2,Townhouse,1/04/2021,1/04/2021,1/04/2021,11,3,14,Public Housing,TOWNSVILLE ,Townsville,Townsville
4812,2,Townhouse,1/10/2020,1/10/2020,1/10/2020,11,3,14,Public Housing,TOWNSVILLE ,Townsville,Townsville
4811,3,Cluster House,1/02/2021,1/02/2021,1/02/2021,11,3,14,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4573,4,Detached House,1/07/2020,1/07/2020,1/07/2020,11,3,14,Public Housing,MAROOCHYDORE ,Sunshine Coast,Ninderry
4077,1,Apartment,1/01/2021,1/01/2021,1/01/2021,11,4,15,Public Housing,INALA ,Brisbane,Inala
4034,1,Apartment,1/08/2020,1/08/2020,1/09/2020,11,4,15,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4105,2,Apartment,1/11/2020,1/12/2020,1/12/2020,11,4,15,Public Housing,BURANDA ,Brisbane,Toohey
4032,2,Apartment,1/10/2020,1/10/2020,1/11/2020,11,4,15,Public Housing,CHERMSIDE ,Brisbane,Stafford
4670,3,Duplex,1/06/2021,1/06/2021,1/06/2021,11,4,15,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4304,2,Apartment,1/07/2020,1/07/2020,1/07/2020,11,4,15,Public Housing,IPSWICH ,Ipswich,Ipswich
4227,3,Townhouse,1/03/2021,1/03/2021,1/03/2021,11,4,15,Public Housing,GOLD COAST ,Gold Coast,Burleigh
4817,4,Cluster House,1/08/2020,1/09/2020,1/09/2020,11,4,15,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4703,1,Apartment,1/06/2020,1/06/2020,1/07/2020,11,4,15,Public Housing,ROCKHAMPTON ,Livingstone,Keppel
4670,1,Apartment,1/10/2020,1/10/2020,1/10/2020,11,5,16,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
0,3,Detached House,1/09/2020,1/09/2020,1/09/2020,11,5,16,Public Housing,GLADSTONE ,Gladstone,Gladstone
4885,3,Detached House,1/03/2021,1/03/2021,1/03/2021,11,5,16,Public Housing,CAIRNS ,Tablelands,Hill
4170,2,Townhouse,1/01/2021,1/01/2021,1/01/2021,11,6,17,Public Housing,BURANDA ,Brisbane,Bulimba
4103,2,Townhouse,1/08/2020,1/08/2020,1/09/2020,11,6,17,Public Housing,BURANDA ,Brisbane,Miller
4169,1,Apartment,1/02/2021,1/02/2021,1/02/2021,11,6,17,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4870,1,Apartment,1/08/2020,1/08/2020,1/08/2020,11,6,17,Public Housing,CAIRNS ,Cairns,Cairns
4740,1,Apartment,1/03/2021,1/03/2021,1/03/2021,11,6,17,Public Housing,MACKAY ,Mackay,Mackay
4650,1,Apartment,1/07/2020,1/08/2020,1/08/2020,11,6,17,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4701,2,Duplex,1/09/2020,1/10/2020,1/10/2020,11,6,17,Public Housing,ROCKHAMPTON ,Rockhampton,Keppel
4128,2,Cluster House,1/08/2020,1/09/2020,1/09/2020,11,6,17,Public Housing,LOGAN ,Logan,Waterford
4703,1,Apartment,1/04/2021,1/04/2021,1/04/2021,11,6,17,Public Housing,ROCKHAMPTON ,Livingstone,Keppel
0,3,Cluster House,1/10/2020,1/10/2020,1/11/2020,11,7,18,Public Housing,TOWNSVILLE ,Burdekin,Burdekin
4108,2,Apartment,1/11/2020,1/12/2020,1/12/2020,11,7,18,Public Housing,BURANDA ,Brisbane,Toohey
4120,1,Apartment,1/08/2020,1/09/2020,1/09/2020,11,7,18,Public Housing,BURANDA ,Brisbane,Greenslopes
4207,3,Detached House,1/05/2021,1/05/2021,1/06/2021,11,7,18,Public Housing,LOGAN ,Logan,Macalister
4519,1,Apartment,1/10/2020,1/10/2020,1/10/2020,11,7,18,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4573,3,Detached House,1/11/2020,1/11/2020,1/11/2020,11,7,18,Public Housing,MAROOCHYDORE ,Sunshine Coast,Ninderry
4300,2,Duplex,1/09/2020,1/09/2020,1/09/2020,11,7,18,Public Housing,IPSWICH ,Ipswich,Bundamba
0,3,Detached House,1/11/2020,1/12/2020,1/12/2020,11,7,18,Public Housing,GLADSTONE ,Gladstone,Gladstone
4680,3,Detached House,1/11/2020,1/12/2020,1/12/2020,11,7,18,Public Housing,GLADSTONE ,Gladstone,Gladstone
4880,1,Apartment,1/03/2021,1/03/2021,1/03/2021,11,7,18,Public Housing,CAIRNS ,Mareeba,Cook
4019,1,Apartment,1/08/2020,1/08/2020,1/08/2020,11,7,18,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4301,3,Detached House,1/04/2021,1/05/2021,1/05/2021,11,7,18,Public Housing,IPSWICH ,Ipswich,Bundamba
4701,1,Apartment,1/04/2021,1/04/2021,1/04/2021,11,7,18,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4817,1,Apartment,1/08/2020,1/08/2020,1/09/2020,11,7,18,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4814,2,Townhouse,1/07/2020,1/08/2020,1/08/2020,11,7,18,Public Housing,TOWNSVILLE ,Townsville,Townsville
4558,2,Apartment,1/08/2020,1/08/2020,1/08/2020,11,7,18,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4207,1,Apartment,1/09/2020,1/09/2020,1/10/2020,11,8,19,Public Housing,LOGAN ,Logan,Macalister
4570,1,Apartment,1/01/2021,1/01/2021,1/01/2021,11,8,19,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4114,1,Apartment,1/10/2020,1/10/2020,1/11/2020,11,8,19,Public Housing,LOGAN ,Logan,Woodridge
4558,1,Apartment,1/05/2021,1/05/2021,1/05/2021,11,8,19,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4012,1,Apartment,1/10/2020,1/10/2020,1/10/2020,11,9,20,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4810,2,Townhouse,1/10/2020,1/11/2020,1/11/2020,11,9,20,Public Housing,TOWNSVILLE ,Townsville,Townsville
4020,2,Apartment,1/09/2020,1/09/2020,1/10/2020,11,9,20,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4012,1,Apartment,1/06/2020,1/06/2020,1/07/2020,11,9,20,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4169,1,Apartment,1/06/2020,1/07/2020,1/07/2020,11,10,21,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4510,3,Detached House,1/09/2020,1/09/2020,1/09/2020,11,10,21,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4680,4,Detached House,1/11/2020,1/12/2020,1/12/2020,11,10,21,Public Housing,GLADSTONE ,Gladstone,Gladstone
4680,2,Townhouse,1/02/2021,1/03/2021,1/03/2021,11,10,21,Public Housing,GLADSTONE ,Gladstone,Gladstone
4570,2,Townhouse,1/09/2020,1/09/2020,1/09/2020,11,10,21,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4304,1,Apartment,1/08/2020,1/09/2020,1/09/2020,11,10,21,Public Housing,IPSWICH ,Ipswich,Ipswich
4818,4,Detached House,1/03/2021,1/04/2021,1/04/2021,11,10,21,Public Housing,TOWNSVILLE ,Townsville,Hinchinbrook
4606,3,Detached House,1/11/2020,1/12/2020,1/12/2020,11,10,21,Public Housing,MARYBOROUGH ,South Burnett,Nanango
4556,2,Apartment,1/05/2021,1/05/2021,1/05/2021,11,10,21,Public Housing,MAROOCHYDORE ,Sunshine Coast,Buderim
4171,1,Apartment,1/08/2020,1/09/2020,1/09/2020,11,11,22,Public Housing,BURANDA ,Brisbane,Bulimba
4680,3,Detached House,1/02/2021,1/03/2021,1/03/2021,11,11,22,Public Housing,GLADSTONE ,Gladstone,Gladstone
4870,1,Apartment,1/11/2020,1/11/2020,1/12/2020,11,11,22,Public Housing,CAIRNS ,Cairns,Cairns
4680,1,Apartment,1/11/2020,1/12/2020,1/12/2020,11,11,22,Public Housing,GLADSTONE ,Gladstone,Gladstone
4501,3,Detached House,1/07/2020,1/07/2020,1/07/2020,11,11,22,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4160,1,Apartment,1/08/2020,1/08/2020,1/09/2020,11,11,22,Public Housing,BAYSIDE ,Redland,Oodgeroo
4152,1,Apartment,1/08/2020,1/09/2020,1/09/2020,11,12,23,Public Housing,BURANDA ,Brisbane,Chatsworth
4304,3,Detached House,1/01/2021,1/01/2021,1/01/2021,11,12,23,Public Housing,IPSWICH ,Ipswich,Bundamba
4750,3,Detached House,1/01/2021,1/01/2021,1/02/2021,11,12,23,Public Housing,MACKAY ,Mackay,Whitsunday
4870,3,Detached House,1/08/2020,1/08/2020,1/08/2020,11,12,23,Public Housing,CAIRNS ,Cairns,Cairns
