Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,VUDays,VTDays,TotalVAC,RUUseType,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4216,1,Apartment,4/04/2022,14/04/2022,5/05/2022,10,21,31,Public Housing,GOLD COAST HSC,Gold Coast,Broadwater
4216,1,Apartment,21/07/2021,30/07/2021,26/08/2021,9,27,36,Public Housing,GOLD COAST HSC,Gold Coast,Broadwater
4800,3,Detached House,5/02/2022,5/02/2022,5/02/2022,0,0,0,Public Housing,MACKAY HSC,Whitsunday,Whitsunday
4800,1,Apartment,15/11/2021,30/11/2021,7/12/2021,15,7,22,Public Housing,MACKAY HSC,Whitsunday,Whitsunday
4800,2,Townhouse,24/03/2022,6/04/2022,19/04/2022,13,13,26,Public Housing,MACKAY HSC,Whitsunday,Whitsunday
4800,2,Townhouse,10/05/2022,19/05/2022,23/05/2022,9,4,13,Public Housing,MACKAY HSC,Whitsunday,Whitsunday
4655,2,Duplex,15/12/2021,24/12/2021,14/03/2022,9,80,89,Community Housing,MARYBOROUGH HSC,Fraser Coast,Hervey Bay
4655,3,Detached House,20/07/2021,11/08/2021,13/08/2021,22,2,24,Public Housing,MARYBOROUGH HSC,Fraser Coast,Hervey Bay
4655,2,Duplex,18/08/2021,1/09/2021,21/03/2022,14,201,215,Public Housing,MARYBOROUGH HSC,Fraser Coast,Hervey Bay
4480,2,Dual Occupancy,11/05/2022,25/05/2022,7/06/2022,14,13,27,Public Housing,TOOWOOMBA AND SOUTH WEST HSC,Quilpie,Warrego
4888,3,Detached House,17/11/2021,26/11/2021,26/11/2021,9,0,9,Public Housing,CAIRNS HSC,Tablelands,Hill
4305,3,Detached House,1/10/2021,12/10/2021,14/10/2021,11,2,13,Public Housing,IPSWICH HSC,Ipswich,Ipswich
4305,3,Cluster House,18/02/2022,9/03/2022,16/03/2022,19,7,26,Public Housing,IPSWICH HSC,Ipswich,Ipswich
4305,3,Cluster House,30/11/2021,14/01/2022,19/01/2022,45,5,50,Public Housing,IPSWICH HSC,Ipswich,Ipswich
4305,1,Apartment,26/07/2021,12/04/2022,17/05/2022,260,35,295,Public Housing,IPSWICH HSC,Ipswich,Ipswich
4305,1,Apartment,16/11/2021,22/11/2021,20/12/2021,6,28,34,Public Housing,IPSWICH HSC,Ipswich,Ipswich
4019,1,Apartment,3/03/2022,17/03/2022,1/04/2022,14,15,29,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,5/04/2022,27/04/2022,30/06/2022,22,64,86,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,27/04/2022,9/05/2022,9/06/2022,12,31,43,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,11/06/2021,1/07/2021,14/07/2021,20,13,33,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,3,Detached House,8/12/2021,14/01/2022,20/01/2022,37,6,43,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,3,Detached House,16/08/2021,15/09/2021,21/09/2021,30,6,36,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,17/09/2021,1/10/2021,7/10/2021,14,6,20,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,21/03/2022,1/04/2022,23/06/2022,11,83,94,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4021,4,Detached House,2/08/2021,13/08/2021,26/08/2021,11,13,24,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4021,3,Detached House,5/04/2022,20/04/2022,4/05/2022,15,14,29,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,30/06/2021,13/07/2021,17/08/2021,13,35,48,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,12/10/2021,5/11/2021,21/12/2021,24,46,70,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,27/04/2022,7/06/2022,30/06/2022,41,23,64,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,10/06/2021,25/06/2021,21/07/2021,15,26,41,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,26/07/2021,2/08/2021,3/08/2021,7,1,8,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,3,Detached House,8/04/2022,9/05/2022,16/05/2022,31,7,38,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,24/01/2022,3/02/2022,25/03/2022,10,50,60,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,12/01/2022,24/01/2022,28/01/2022,12,4,16,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,2,Townhouse,21/09/2021,8/10/2021,25/10/2021,17,17,34,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,2,Townhouse,22/04/2022,11/05/2022,13/05/2022,19,2,21,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,3,Townhouse,3/12/2021,21/12/2021,22/12/2021,18,1,19,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,20/08/2021,1/09/2021,27/09/2021,12,26,38,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,2,Townhouse,19/11/2021,9/12/2021,23/12/2021,20,14,34,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,2,Townhouse,8/03/2022,22/03/2022,23/03/2022,14,1,15,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,9/11/2021,24/11/2021,15/12/2021,15,21,36,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4022,3,Cluster House,17/01/2022,31/01/2022,14/02/2022,14,14,28,Public Housing,MORETON BAY HSC,Moreton Bay,Murrumba
4022,4,Detached House,13/07/2021,6/08/2021,23/08/2021,24,17,41,Public Housing,MORETON BAY HSC,Moreton Bay,Murrumba
4019,1,Apartment,23/11/2021,8/12/2021,22/12/2021,15,14,29,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,7/12/2021,22/12/2021,23/02/2022,15,63,78,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,2,Cluster House,6/08/2021,31/08/2021,14/09/2021,25,14,39,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4021,1,Apartment,15/10/2021,9/11/2021,7/12/2021,25,28,53,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4021,1,Apartment,26/11/2021,13/12/2021,24/12/2021,17,11,28,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,8/09/2021,29/09/2021,5/10/2021,21,6,27,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,27/04/2021,22/06/2021,23/07/2021,56,31,87,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,14/05/2021,27/05/2021,9/07/2021,13,43,56,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,11/11/2021,17/11/2021,16/12/2021,6,29,35,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,8/10/2021,26/10/2021,9/11/2021,18,14,32,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,31/05/2022,14/06/2022,23/06/2022,14,9,23,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,28/06/2021,12/07/2021,12/08/2021,14,31,45,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,18/03/2022,31/03/2022,27/04/2022,13,27,40,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,18/08/2021,7/09/2021,20/09/2021,20,13,33,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,16/06/2021,2/07/2021,24/08/2021,16,53,69,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,30/11/2021,17/12/2021,14/02/2022,17,59,76,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,16/06/2021,2/07/2021,9/07/2021,16,7,23,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,22/06/2021,2/07/2021,6/07/2021,10,4,14,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,21/04/2022,1/06/2022,21/06/2022,41,20,61,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4022,2,Cluster House,27/05/2021,22/06/2021,20/08/2021,26,59,85,Public Housing,MORETON BAY HSC,Moreton Bay,Murrumba
4020,1,Apartment,26/11/2021,23/12/2021,24/12/2021,27,1,28,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,5/10/2021,22/10/2021,26/10/2021,17,4,21,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,17/05/2021,16/06/2021,6/07/2021,30,20,50,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4022,3,Detached House,25/03/2022,11/04/2022,28/04/2022,17,17,34,Public Housing,MORETON BAY HSC,Moreton Bay,Murrumba
4019,1,Apartment,23/02/2022,4/05/2022,18/05/2022,70,14,84,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,1,Apartment,21/06/2021,7/07/2021,16/08/2021,16,40,56,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4022,3,Detached House,28/02/2022,10/03/2022,22/03/2022,10,12,22,Public Housing,MORETON BAY HSC,Moreton Bay,Murrumba
4022,3,Detached House,27/05/2022,9/06/2022,14/06/2022,13,5,18,Public Housing,MORETON BAY HSC,Moreton Bay,Murrumba
4019,2,Apartment,7/01/2022,21/01/2022,1/02/2022,14,11,25,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,2,Apartment,23/09/2021,11/10/2021,26/10/2021,18,15,33,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,1,Apartment,27/10/2021,9/11/2021,2/12/2021,13,23,36,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,2,Apartment,17/08/2021,8/09/2021,21/09/2021,22,13,35,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,2,Apartment,22/04/2022,9/05/2022,19/05/2022,17,10,27,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,2,Apartment,22/09/2021,8/10/2021,9/11/2021,16,32,48,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,2,Apartment,14/01/2022,31/01/2022,8/02/2022,17,8,25,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
0,2,Apartment,6/07/2021,14/07/2021,30/07/2021,8,16,24,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4020,2,Apartment,16/04/2021,26/05/2021,24/08/2021,40,90,130,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4019,2,Apartment,15/02/2022,24/02/2022,11/03/2022,9,15,24,Public Housing,MORETON BAY HSC,Moreton Bay,Redcliffe
4301,3,Detached House,27/08/2021,22/09/2021,24/09/2021,26,2,28,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4165,3,Detached House,3/03/2022,30/03/2022,7/04/2022,27,8,35,Public Housing,BAYSIDE HSC,Redland,Redlands
4165,3,Cluster House,23/02/2022,14/04/2022,22/04/2022,50,8,58,Public Housing,BAYSIDE HSC,Redland,Redlands
4165,1,Apartment,17/09/2021,29/09/2021,29/10/2021,12,30,42,Public Housing,BAYSIDE HSC,Redland,Redlands
4118,3,Detached House,29/11/2021,8/12/2021,14/12/2021,9,6,15,Public Housing,LOGAN HSC,Logan,Algester
4123,3,Detached House,13/05/2022,7/06/2022,14/06/2022,25,7,32,Public Housing,LOGAN HSC,Logan,Springwood
4123,3,Detached House,13/05/2022,27/05/2022,10/06/2022,14,14,28,Public Housing,LOGAN HSC,Logan,Springwood
4123,2,Duplex,12/08/2021,25/08/2021,30/08/2021,13,5,18,Public Housing,LOGAN HSC,Logan,Springwood
4123,2,Duplex,27/09/2021,6/10/2021,13/10/2021,9,7,16,Public Housing,LOGAN HSC,Logan,Springwood
4216,1,Apartment,17/11/2021,25/11/2021,14/12/2021,8,19,27,Public Housing,GOLD COAST HSC,Gold Coast,Broadwater
4455,2,Duplex,19/07/2021,19/07/2021,18/10/2021,0,91,91,Community Housing,TOOWOOMBA AND SOUTH WEST HSC,Maranoa,Warrego
4455,3,Detached House,27/09/2021,27/09/2021,15/10/2021,0,18,18,Community Housing,TOOWOOMBA AND SOUTH WEST HSC,Maranoa,Warrego
4701,2,Cluster House,15/11/2021,24/11/2021,3/12/2021,9,9,18,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,2,Cluster House,23/07/2021,4/08/2021,4/08/2021,12,0,12,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,4/01/2022,14/01/2022,2/02/2022,10,19,29,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,1/11/2021,10/11/2021,16/11/2021,9,6,15,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,19/01/2022,27/01/2022,21/02/2022,8,25,33,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,11/04/2022,28/04/2022,16/05/2022,17,18,35,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,2,Townhouse,23/07/2021,26/07/2021,30/07/2021,3,4,7,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,2,Apartment,28/02/2022,4/03/2022,14/03/2022,4,10,14,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,2,Apartment,30/03/2022,6/04/2022,21/04/2022,7,15,22,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,2,Apartment,30/08/2021,9/09/2021,9/09/2021,10,0,10,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,2,Apartment,5/08/2021,11/08/2021,19/08/2021,6,8,14,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,14/09/2021,27/09/2021,20/10/2021,13,23,36,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,29/04/2022,11/05/2022,24/05/2022,12,13,25,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,1/11/2021,10/11/2021,6/12/2021,9,26,35,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,24/08/2021,31/08/2021,3/09/2021,7,3,10,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,15/09/2021,15/09/2021,16/09/2021,0,1,1,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,4,Detached House,11/08/2021,18/08/2021,19/08/2021,7,1,8,Public Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,1,Apartment,26/11/2021,3/12/2021,20/12/2021,7,17,24,Public Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,3,Detached House,12/04/2022,29/04/2022,17/06/2022,17,49,66,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,14/04/2022,28/04/2022,6/05/2022,14,8,22,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,4,Detached House,4/03/2022,15/03/2022,25/03/2022,11,10,21,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,15/02/2022,21/02/2022,11/03/2022,6,18,24,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,13/07/2021,22/07/2021,28/07/2021,9,6,15,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,19/08/2021,26/08/2021,16/09/2021,7,21,28,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,29/03/2022,11/04/2022,22/04/2022,13,11,24,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Cluster House,3/03/2022,10/03/2022,14/03/2022,7,4,11,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Cluster House,25/03/2022,4/04/2022,14/04/2022,10,10,20,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,6/05/2022,13/05/2022,18/05/2022,7,5,12,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,2,Duplex,18/05/2022,18/05/2022,27/05/2022,0,9,9,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,2,Duplex,10/12/2021,17/12/2021,17/12/2021,7,0,7,Public Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,3,Detached House,19/10/2021,1/11/2021,11/11/2021,13,10,23,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,27/07/2021,9/08/2021,16/08/2021,13,7,20,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,2,Duplex,18/11/2021,25/11/2021,6/12/2021,7,11,18,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,28/06/2021,12/07/2021,23/07/2021,14,11,25,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,9/08/2021,18/08/2021,18/08/2021,9,0,9,Public Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,3,Detached House,22/07/2021,4/08/2021,5/08/2021,13,1,14,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Dual Occupancy,3/12/2021,9/12/2021,14/01/2022,6,36,42,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,3,Detached House,8/06/2022,24/06/2022,24/06/2022,16,0,16,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,11/11/2021,22/11/2021,24/11/2021,11,2,13,Public Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,3,Detached House,3/05/2022,18/05/2022,23/05/2022,15,5,20,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,8/03/2022,21/03/2022,12/04/2022,13,22,35,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,30/03/2022,8/04/2022,10/05/2022,9,32,41,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,28/06/2021,7/07/2021,21/07/2021,9,14,23,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,4/08/2021,10/08/2021,24/08/2021,6,14,20,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,12/10/2021,15/10/2021,1/11/2021,3,17,20,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,13/01/2022,27/01/2022,18/02/2022,14,22,36,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,21/03/2022,30/03/2022,13/04/2022,9,14,23,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,24/08/2021,31/08/2021,22/09/2021,7,22,29,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,16/06/2021,24/06/2021,12/07/2021,8,18,26,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,17/12/2021,22/12/2021,24/12/2021,5,2,7,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,13/04/2022,12/05/2022,13/05/2022,29,1,30,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,2,Duplex,15/11/2021,23/11/2021,23/12/2021,8,30,38,Public Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,2,Detached House,11/01/2022,21/01/2022,3/02/2022,10,13,23,Public Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,1,Apartment,22/07/2021,30/07/2021,9/08/2021,8,10,18,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,1,Apartment,5/07/2021,19/07/2021,26/07/2021,14,7,21,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,1,Apartment,30/08/2021,6/09/2021,9/09/2021,7,3,10,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,2,Apartment,21/04/2022,4/05/2022,5/05/2022,13,1,14,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,3,Detached House,13/01/2022,4/02/2022,17/02/2022,22,13,35,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,2,Apartment,21/09/2021,6/10/2021,21/10/2021,15,15,30,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,2,Apartment,29/03/2022,7/04/2022,19/04/2022,9,12,21,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4702,3,Detached House,11/03/2022,28/03/2022,30/03/2022,17,2,19,Aboriginal and Torres Strait Islander Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,2,Townhouse,1/04/2022,19/04/2022,13/05/2022,18,24,42,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,2,Dual Occupancy,4/05/2022,12/05/2022,18/05/2022,8,6,14,Aboriginal and Torres Strait Islander Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4700,3,Detached House,8/10/2021,20/10/2021,25/10/2021,12,5,17,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,21/06/2021,5/07/2021,6/07/2021,14,1,15,Public Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,3,Detached House,7/04/2022,20/04/2022,29/04/2022,13,9,22,Aboriginal and Torres Strait Islander Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,13/07/2021,26/07/2021,30/07/2021,13,4,17,Aboriginal and Torres Strait Islander Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4701,3,Detached House,21/02/2022,1/03/2022,4/03/2022,8,3,11,Aboriginal and Torres Strait Islander Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
0,4,Detached House,5/10/2021,8/10/2021,12/10/2021,3,4,7,Aboriginal and Torres Strait Islander Housing,ROCKHAMPTON HSC,Rockhampton,Keppel
4701,4,Detached House,8/11/2021,18/11/2021,25/11/2021,10,7,17,Public Housing,ROCKHAMPTON HSC,Rockhampton,Rockhampton
4303,3,Detached House,4/05/2022,25/05/2022,17/06/2022,21,23,44,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,3,Detached House,27/10/2021,7/12/2021,10/12/2021,41,3,44,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,3,Detached House,5/11/2021,26/11/2021,26/11/2021,21,0,21,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,3,Detached House,12/05/2022,17/06/2022,27/06/2022,36,10,46,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,4,Detached House,22/03/2022,19/04/2022,20/04/2022,28,1,29,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,3,Detached House,20/07/2021,5/08/2021,18/08/2021,16,13,29,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,3,Detached House,11/11/2021,3/12/2021,20/12/2021,22,17,39,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,3,Detached House,25/08/2021,22/09/2021,19/10/2021,28,27,55,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,2,Duplex,12/04/2022,16/05/2022,27/05/2022,34,11,45,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,1,Apartment,13/10/2021,22/10/2021,17/11/2021,9,26,35,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,1,Apartment,6/12/2021,21/12/2021,14/02/2022,15,55,70,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4303,3,Detached House,6/01/2022,1/02/2022,4/03/2022,26,31,57,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4737,3,Detached House,13/01/2022,2/02/2022,16/02/2022,20,14,34,Public Housing,MACKAY HSC,Mackay,Mirani
4737,3,Detached House,10/01/2022,27/01/2022,4/03/2022,17,36,53,Public Housing,MACKAY HSC,Mackay,Mirani
4737,3,Detached House,28/01/2022,2/03/2022,11/03/2022,33,9,42,Aboriginal and Torres Strait Islander Housing,MACKAY HSC,Mackay,Mirani
4737,4,Detached House,12/01/2022,28/01/2022,3/02/2022,16,6,22,Aboriginal and Torres Strait Islander Housing,MACKAY HSC,Mackay,Mirani
4655,1,Apartment,23/05/2022,2/06/2022,6/06/2022,10,4,14,Public Housing,MARYBOROUGH HSC,Fraser Coast,Hervey Bay
4655,3,Detached House,14/07/2021,30/07/2021,10/08/2021,16,11,27,Public Housing,MARYBOROUGH HSC,Fraser Coast,Hervey Bay
4567,1,Apartment,18/08/2021,30/08/2021,10/09/2021,12,11,23,Public Housing,MAROOCHYDORE HSC,Noosa,Noosa
4567,1,Apartment,1/02/2022,15/02/2022,22/03/2022,14,35,49,Public Housing,MAROOCHYDORE HSC,Noosa,Noosa
4567,3,Townhouse,6/10/2021,21/10/2021,22/10/2021,15,1,16,Public Housing,MAROOCHYDORE HSC,Noosa,Noosa
4127,3,Detached House,5/08/2021,17/08/2021,26/08/2021,12,9,21,Public Housing,LOGAN HSC,Logan,Waterford
4127,4,Detached House,12/10/2021,3/11/2021,4/11/2021,22,1,23,Public Housing,LOGAN HSC,Logan,Waterford
4127,2,Townhouse,28/01/2022,8/02/2022,15/02/2022,11,7,18,Public Housing,LOGAN HSC,Logan,Waterford
4127,3,Cluster House,9/05/2022,25/05/2022,27/05/2022,16,2,18,Public Housing,LOGAN HSC,Logan,Waterford
4127,3,Cluster House,10/06/2021,30/06/2021,7/07/2021,20,7,27,Public Housing,LOGAN HSC,Logan,Waterford
4127,3,Cluster House,27/05/2022,13/06/2022,13/06/2022,17,0,17,Public Housing,LOGAN HSC,Logan,Waterford
4127,3,Cluster House,4/01/2022,19/01/2022,21/01/2022,15,2,17,Public Housing,LOGAN HSC,Logan,Waterford
4127,4,Detached House,27/09/2021,14/10/2021,20/10/2021,17,6,23,Public Housing,LOGAN HSC,Logan,Waterford
4215,1,Apartment,20/07/2021,26/07/2021,3/09/2021,6,39,45,Public Housing,GOLD COAST HSC,Gold Coast,Southport
4215,1,Apartment,14/03/2022,23/03/2022,8/04/2022,9,16,25,Public Housing,GOLD COAST HSC,Gold Coast,Southport
4215,1,Apartment,29/03/2022,11/04/2022,11/05/2022,13,30,43,Public Housing,GOLD COAST HSC,Gold Coast,Southport
4215,1,Apartment,31/05/2021,7/06/2021,30/08/2021,7,84,91,Public Housing,GOLD COAST HSC,Gold Coast,Southport
4215,1,Apartment,17/03/2022,28/03/2022,4/04/2022,11,7,18,Public Housing,GOLD COAST HSC,Gold Coast,Southport
4215,1,Apartment,11/04/2022,22/04/2022,11/05/2022,11,19,30,Public Housing,GOLD COAST HSC,Gold Coast,Southport
4215,1,Apartment,17/06/2021,28/06/2021,26/08/2021,11,59,70,Public Housing,GOLD COAST HSC,Gold Coast,Southport
4215,1,Apartment,9/11/2021,16/11/2021,10/12/2021,7,24,31,Public Housing,GOLD COAST HSC,Gold Coast,Southport
4215,1,Apartment,14/03/2022,23/03/2022,23/03/2022,9,0,9,Public Housing,GOLD COAST HSC,Gold Coast,Southport
